date,value
2021-05-07,72.3102559573634
2021-05-08,82.4391498484199
2021-05-09,83.4235884348398
2021-05-10,71.759294073038
2021-05-11,62.8029694873219
2021-05-12,65.0270512670756
2021-05-13,65.3817066142172
2021-05-14,75.8819785422512
2021-05-15,81.0896276132746
2021-05-16,86.9288164161958
2021-05-17,70.5791070103548
2021-05-18,65.6813645628643
2021-05-19,66.5857676857144
2021-05-20,64.460319814813
2021-05-21,74.7377553293024
2021-05-22,86.608525504267
2021-05-23,77.8980170007071
2021-05-24,72.6739242409634
2021-05-25,66.7216661187526
2021-05-26,65.9570148372604
2021-05-27,63.8887219930904
2021-05-28,69.9914767910803
2021-05-29,83.910089745144
2021-05-30,82.450453123929
2021-05-31,72.2511389496278
2021-06-01,66.3440714143416
2021-06-02,61.3882520095883
2021-06-03,67.2236134186861
2021-06-04,73.706128561483
2021-06-05,79.9205784379201
2021-06-06,86.0252975981765
2021-06-07,72.1841796392381
2021-06-08,61.5133560061572
2021-06-09,64.309703122032
2021-06-10,63.2693392112777
2021-06-11,74.3364629424507
2021-06-12,84.2663783359015
2021-06-13,78.0533418410476
2021-06-14,72.7803541395872
2021-06-15,65.1120195154231
2021-06-16,64.0177336759589
2021-06-17,70.2773124307728
2021-06-18,70.7979103637761
2021-06-19,78.3466435542394
2021-06-20,77.1057999258136
2021-06-21,67.2099077205817
2021-06-22,63.0180551293254
2021-06-23,61.9436732317562
2021-06-24,65.1234134867963
2021-06-25,72.9105288551079
2021-06-26,79.6301256212669
2021-06-27,82.6422493756375
2021-06-28,67.9054862536369
2021-06-29,69.7757138204019
2021-06-30,61.9147732787677
2021-07-01,61.2631314092085
2021-07-02,66.9853520251066
2021-07-03,80.0961626252967
2021-07-04,77.3119833847951
2021-07-05,83.2355833877147
2021-07-06,62.9059031188107
2021-07-07,59.2258580279301
2021-07-08,60.4885790853274
2021-07-09,64.984900575508
2021-07-10,76.7872041597939
2021-07-11,79.4283179843491
2021-07-12,67.5976462118635
2021-07-13,57.4691346112154
2021-07-14,59.0969097992057
2021-07-15,63.0247792523987
2021-07-16,65.9010649812632
2021-07-17,77.6236519599006
2021-07-18,76.4926270035858
2021-07-19,63.1569319453351
2021-07-20,61.0262629332802
2021-07-21,59.3756077868391
2021-07-22,64.1456995398451
2021-07-23,70.3749636745268
2021-07-24,72.7365912706431
2021-07-25,73.0568320344226
2021-07-26,66.8931386964812
2021-07-27,60.7134483556959
2021-07-28,58.5248051110187
2021-07-29,70.9035186450258
2021-07-30,68.3580766045895
2021-07-31,78.816885391342
2021-08-01,77.4672011170629
2021-08-02,75.9709544558035
2021-08-03,57.7940556841084
2021-08-04,58.5111872199649
2021-08-05,57.7513288909683
2021-08-06,65.5233738249068
2021-08-07,73.7960632610601
2021-08-08,74.4779915684589
2021-08-09,70.4383787104085
2021-08-10,52.9897071997255
2021-08-11,57.7115645252727
2021-08-12,54.8912283013194
2021-08-13,64.3073428614261
2021-08-14,77.4769117909861
2021-08-15,73.8723647550637
2021-08-16,60.7326919777733
2021-08-17,55.5659749741081
2021-08-18,57.1719580584161
2021-08-19,56.7646009401966
2021-08-20,65.669907819508
2021-08-21,74.1768105690728
2021-08-22,71.469845658344
2021-08-23,68.9751681151098
2021-08-24,58.7665686665334
2021-08-25,49.4408413333615
2021-08-26,58.8258991432729
2021-08-27,62.8989326876305
2021-08-28,75.9702291256125
2021-08-29,70.7190559449072
2021-08-30,62.5214212808427
2021-08-31,58.0783268137431
2021-09-01,56.9215059564701
2021-09-02,54.7724585279029
2021-09-03,63.4891092157803
2021-09-04,72.1087029740415
2021-09-05,70.8333239896449
2021-09-06,67.3526021399542
2021-09-07,57.5793482927326
2021-09-08,50.9671378728827
2021-09-09,60.2957105277362
2021-09-10,69.9431163442196
2021-09-11,76.0166870093962
2021-09-12,68.350063735411
2021-09-13,61.150693404133
2021-09-14,59.7961281292733
2021-09-15,52.3678235238167
2021-09-16,58.94034881092
2021-09-17,66.2470113760794
2021-09-18,70.6862750465085
2021-09-19,72.2694470963241
2021-09-20,53.7024423222119
2021-09-21,53.6233800771961
2021-09-22,53.6284544824473
2021-09-23,54.4230513311181
2021-09-24,68.6312797291614
2021-09-25,69.4141782396081
2021-09-26,84.4900334662859
2021-09-27,62.9302083483709
2021-09-28,60.4224675025086
2021-09-29,50.5938627549284
2021-09-30,61.1114447043613
2021-10-01,64.4487996394962
2021-10-02,70.8414767258714
2021-10-03,74.0173757029619
2021-10-04,63.3678893244293
2021-10-05,55.1822926693366
2021-10-06,54.9496364792997
2021-10-07,57.2396647185229
2021-10-08,65.0553960194426
2021-10-09,75.6256375497192
2021-10-10,77.4168625736572
2021-10-11,59.871808220519
2021-10-12,62.9640807215995
2021-10-13,49.9110405094459
2021-10-14,58.3091511595528
2021-10-15,66.7947208599714
2021-10-16,75.0722812304751
2021-10-17,71.9473422532655
2021-10-18,63.1642257756191
2021-10-19,56.4041971429324
2021-10-20,54.1388909530741
2021-10-21,61.5794045260098
2021-10-22,66.7546390993996
2021-10-23,73.0450150155553
2021-10-24,76.6775578417496
2021-10-25,65.1935106517721
2021-10-26,60.5852065204885
2021-10-27,58.1027748208776
2021-10-28,57.7370993261754
2021-10-29,64.9853000130521
2021-10-30,77.6577133503038
2021-10-31,76.6377143168439
2021-11-01,65.0652343522464
2021-11-02,59.4817783251037
2021-11-03,60.6434903017429
2021-11-04,59.1855125676344
2021-11-05,68.7985164818566
2021-11-06,75.9336996057511
2021-11-07,75.2574433276581
2021-11-08,68.9595326676273
2021-11-09,62.2803086431821
2021-11-10,60.2923052811281
2021-11-11,65.2247422777661
2021-11-12,68.3102295502007
2021-11-13,79.2678368727497
2021-11-14,75.9689875148515
2021-11-15,67.8439889243482
2021-11-16,60.6903763542065
2021-11-17,59.3617598406745
2021-11-18,64.3246640540601
2021-11-19,67.0756447115509
2021-11-20,84.1206393365681
2021-11-21,75.1481728667717
2021-11-22,64.7609946169682
2021-11-23,65.2518441773776
2021-11-24,62.3329226713445
2021-11-25,65.5105653602808
2021-11-26,72.1009693762943
2021-11-27,79.5693690767214
2021-11-28,76.5844684950858
2021-11-29,69.3977502422572
2021-11-30,61.4612622600435
2021-12-01,64.0035289552612
2021-12-02,64.6140124912922
2021-12-03,69.371304937593
2021-12-04,94.6365477875065
2021-12-05,81.3370358684303
2021-12-06,68.8953510345553
2021-12-07,62.3029175110307
2021-12-08,63.2706770490778
2021-12-09,66.9229105954574
2021-12-10,71.4899645897805
2021-12-11,80.8025617166698
2021-12-12,82.1226092530422
2021-12-13,67.7887878550251
2021-12-14,62.0109271342081
2021-12-15,61.9677490898951
2021-12-16,66.9863803127219
2021-12-17,75.0054060333356
2021-12-18,100.780245563047
2021-12-19,85.1302015587955
2021-12-20,72.5903684223483
2021-12-21,67.0881543479318
2021-12-22,62.5336596510759
2021-12-23,68.8498526855437
2021-12-24,74.727625065724
2021-12-25,85.6033344512777
2021-12-26,81.9288963178836
2021-12-27,75.775289554085
2021-12-28,72.6313800276288
2021-12-29,66.3026410668546
2021-12-30,71.342263665449
2021-12-31,78.7298764229524
2022-01-01,85.0095442735046
2022-01-02,86.1293558908149
2022-01-03,75.7696607398479
2022-01-04,70.1197183274432
2022-01-05,65.872255077393
2022-01-06,71.6866671364983
2022-01-07,79.5733698739746
2022-01-08,91.3723330568949
2022-01-09,89.4745421092169
2022-01-10,82.9079378525401
2022-01-11,69.140998471809
2022-01-12,71.6693326584442
2022-01-13,73.4677219255253
2022-01-14,85.4906573660225
2022-01-15,86.6181445617104
2022-01-16,85.9601406421268
2022-01-17,76.815123409777
2022-01-18,66.8134029531025
2022-01-19,69.2252468633249
2022-01-20,72.2490818473303
2022-01-21,81.3053076937265
2022-01-22,91.0390515261559
2022-01-23,94.6032102785847
2022-01-24,82.3038814088246
2022-01-25,72.2883260351689
2022-01-26,79.3280365098555
2022-01-27,76.9116464595079
2022-01-28,78.6122325784771
2022-01-29,96.3314647196868
2022-01-30,93.984557871357
2022-01-31,79.7254974464993
2022-02-01,70.466763086639
2022-02-02,76.8294753025481
2022-02-03,76.5030637576132
2022-02-04,86.7386985585314
2022-02-05,88.2919012054206
2022-02-06,90.3824090696698
2022-02-07,82.1971316008426
2022-02-08,76.3995561496115
2022-02-09,73.1288392102305
2022-02-10,79.6532627435554
2022-02-11,95.2154608436594
2022-02-12,93.3494015603399
2022-02-13,93.4509699187256
2022-02-14,84.685638158466
2022-02-15,79.2957313264019
2022-02-16,72.3968847154034
2022-02-17,74.9063623012116
2022-02-18,89.0587259095489
2022-02-19,95.6822734696265
2022-02-20,92.1432617133304
2022-02-21,88.5093471654178
2022-02-22,78.6976357349784
2022-02-23,79.6146070711769
2022-02-24,80.2137878194809
2022-02-25,92.1417582575703
2022-02-26,100.478705484978
2022-02-27,94.4315514131175
2022-02-28,87.8691821498285
2022-03-01,81.0374667575659
2022-03-02,81.0201947515365
2022-03-03,78.3051450424301
2022-03-04,89.2934166239566
2022-03-05,99.4445858823539
2022-03-06,91.1867603455294
2022-03-07,82.8666295022887
2022-03-08,74.5882378181521
2022-03-09,77.3802765543198
2022-03-10,83.614011612162
2022-03-11,92.2469306554261
2022-03-12,97.519525475761
2022-03-13,101.048255660203
2022-03-14,83.0336682931994
2022-03-15,76.1763010260973
2022-03-16,78.621600562982
2022-03-17,83.3600504012912
2022-03-18,88.7311303561163
2022-03-19,92.3485256260466
2022-03-20,97.0037314817935
2022-03-21,83.8133559252964
2022-03-22,83.1410628477561
2022-03-23,80.3008578546355
2022-03-24,80.3067346135076
2022-03-25,87.9351035385554
2022-03-26,95.5556164882695
2022-03-27,97.5416707634533
2022-03-28,90.3624764132503
2022-03-29,79.1012252818852
2022-03-30,81.0832325829141
2022-03-31,81.8054657843454
2022-04-01,87.555992437205
2022-04-02,98.4821415692936
2022-04-03,95.2527838939176
2022-04-04,86.6071592791465
2022-04-05,78.8282106008437
2022-04-06,85.3082293441396
2022-04-07,83.5949062843386
2022-04-08,88.051397567277
2022-04-09,99.5741613495715
2022-04-10,97.9513453635402
2022-04-11,87.6935099946775
2022-04-12,83.8902962774606
2022-04-13,82.1997900249907
2022-04-14,82.199909923206
2022-04-15,88.5000797494007
2022-04-16,98.3495218839535
2022-04-17,92.116857667742
2022-04-18,84.2582535479937
2022-04-19,85.963541355229
2022-04-20,84.6187305666594
2022-04-21,82.9646042439045
2022-04-22,91.5982527792515
2022-04-23,99.9014050887372
2022-04-24,106.596091494815
2022-04-25,91.3054878066347
2022-04-26,81.8433696708754
2022-04-27,77.4956328728433
2022-04-28,79.1804917545536
2022-04-29,90.4545351121796
2022-04-30,96.8653792326382
2022-05-01,94.2725154072458
2022-05-02,86.3494997212292
2022-05-03,79.0644406807223
2022-05-04,84.4101530203852
2022-05-05,85.6611562983887
2022-05-06,89.630195929603
2022-05-07,102.633778675934
2022-05-08,98.035925234557
2022-05-09,85.4684040317197
2022-05-10,85.78004668986
2022-05-11,80.9774623029699
2022-05-12,80.1324233442287
2022-05-13,88.7749768222292
2022-05-14,95.8960298182792
2022-05-15,93.701036174389
2022-05-16,89.8876094247638
2022-05-17,86.4017925856517
2022-05-18,75.3109335242772
2022-05-19,84.0037821823409
2022-05-20,87.0692658813252
2022-05-21,96.4686222469173
2022-05-22,95.3455694616532
2022-05-23,84.5515962317324
2022-05-24,80.8620525413274
2022-05-25,76.3156477238501
2022-05-26,82.6738553692107
2022-05-27,88.1381669441257
2022-05-28,96.5747086622821
2022-05-29,93.9190671103083
2022-05-30,84.7402461622905
2022-05-31,82.1727159174557
2022-06-01,79.3030227036468
2022-06-02,78.6850368053872
2022-06-03,87.9125679424687
2022-06-04,98.6091904691979
2022-06-05,91.2129596272695
2022-06-06,87.1060291499588
2022-06-07,77.6763440601043
2022-06-08,78.8145524785862
2022-06-09,78.5784302711498
2022-06-10,95.1508100509763
2022-06-11,91.4845425026042
2022-06-12,95.1409134942083
2022-06-13,85.6234987810712
2022-06-14,76.2999208034425
2022-06-15,78.2674363362365
2022-06-16,75.4158786742337
2022-06-17,86.0289452527935
2022-06-18,91.8597255507707
2022-06-19,92.4960495921071
2022-06-20,84.289814419591
2022-06-21,75.6530244952979
2022-06-22,74.7347858892524
2022-06-23,81.8444176156977
2022-06-24,83.8711039372415
2022-06-25,96.6034096270619
2022-06-26,90.4199049581441
2022-06-27,84.8032658332152
2022-06-28,81.076498913565
2022-06-29,68.3052524606031
2022-06-30,76.1792182196197
2022-07-01,86.1883353139914
2022-07-02,92.9987863119407
2022-07-03,93.6709341965795
2022-07-04,80.9398403305694
2022-07-05,76.6152609936048
2022-07-06,73.7552885692905
2022-07-07,80.6808115335038
2022-07-08,84.514501956491
2022-07-09,93.6565420830949
2022-07-10,90.7557796828622
2022-07-11,80.454391677478
2022-07-12,74.4155300952132
2022-07-13,74.4445660181207
2022-07-14,75.5973479185888
2022-07-15,83.8187595168156
2022-07-16,97.5603114340922
2022-07-17,93.4348273544577
2022-07-18,80.109152058414
2022-07-19,78.049059972699
2022-07-20,71.5042579518838
2022-07-21,70.4620687847768
2022-07-22,79.5503265805516
2022-07-23,86.1464855095756
2022-07-24,89.3800083566983
2022-07-25,80.2911649045629
2022-07-26,78.5902025844641
2022-07-27,72.7531270142159
2022-07-28,74.6444179792588
2022-07-29,83.7894603817412
2022-07-30,84.5126819056005
2022-07-31,90.2578898650881
2022-08-01,81.6232115267931
2022-08-02,69.3801734957223
2022-08-03,74.2754753074444
2022-08-04,75.4755127527016
2022-08-05,79.7633201774613
2022-08-06,91.5350194770026
2022-08-07,95.105868487131
2022-08-08,79.3959618542333
2022-08-09,73.4156509950351
2022-08-10,69.3304839717244
2022-08-11,71.6609969343498
2022-08-12,82.5313559792297
2022-08-13,86.9310402587103
2022-08-14,88.5955468661661
2022-08-15,77.0541825400451
2022-08-16,73.4894989331564
2022-08-17,70.93455276147
2022-08-18,76.2321917342695
2022-08-19,78.4002507630313
2022-08-20,88.0144730524448
2022-08-21,85.273378422472
2022-08-22,76.6712686677141
2022-08-23,72.7554707766485
2022-08-24,71.6317624302611
2022-08-25,70.5091524115393
2022-08-26,81.7075433836504
2022-08-27,92.0000238703145
2022-08-28,88.6435370914131
2022-08-29,82.5641855873251
2022-08-30,69.2884525933183
2022-08-31,65.8833861266946
2022-09-01,67.8678360836291
2022-09-02,83.08581041764
2022-09-03,89.8091492221045
2022-09-04,87.0955923345095
2022-09-05,77.987174256672
2022-09-06,68.0894604996002
2022-09-07,75.6144137499445
2022-09-08,72.8026914350751
2022-09-09,79.1419010667905
2022-09-10,89.8187490624786
2022-09-11,88.3781230461609
2022-09-12,77.6865150114746
2022-09-13,68.8619381000306
2022-09-14,70.1690771295036
2022-09-15,77.4378973213542
2022-09-16,82.3993256277794
2022-09-17,92.0985653798722
2022-09-18,85.6546253000115
2022-09-19,74.3834278549955
2022-09-20,70.6478411348845
2022-09-21,69.0558159302353
2022-09-22,75.3380739153966
2022-09-23,74.2425169408269
2022-09-24,91.9904509898882
2022-09-25,86.6902776466865
2022-09-26,76.0031196283314
2022-09-27,68.3735211194501
2022-09-28,64.5744299528022
2022-09-29,74.7619911397545
2022-09-30,79.1843299378847
2022-10-01,84.5705282292762
2022-10-02,83.8315271817745
2022-10-03,76.4790244021997
2022-10-04,75.8611241158306
2022-10-05,68.6088371775539
2022-10-06,68.7667670339636
2022-10-07,78.6273174597434
2022-10-08,87.6401439527018
2022-10-09,80.3883307424249
2022-10-10,77.5993233887563
2022-10-11,71.1100870750179
2022-10-12,71.5868739416022
2022-10-13,78.2333212799464
2022-10-14,82.7668998035122
2022-10-15,88.1032666174327
2022-10-16,94.8545951016204
2022-10-17,85.1834366779624
2022-10-18,72.4011940958543
2022-10-19,70.2706008204824
2022-10-20,73.7199852640252
2022-10-21,80.8220163364821
2022-10-22,89.0194528591983
2022-10-23,87.1899903829697
2022-10-24,77.3744276455728
2022-10-25,72.7861165886204
2022-10-26,69.4165509296965
2022-10-27,72.5286957232013
2022-10-28,81.2601408008551
2022-10-29,89.4235945333951
2022-10-30,93.5195561497104
2022-10-31,72.4301856405215
2022-11-01,76.5753011204891
2022-11-02,75.0185947292456
2022-11-03,69.6421321948665
2022-11-04,80.8508187544205
2022-11-05,89.9286734892773
2022-11-06,86.4940993906717
2022-11-07,78.3392156186776
2022-11-08,71.4969359347059
2022-11-09,77.2681207699668
2022-11-10,78.664832727272
2022-11-11,86.1226956986756
2022-11-12,93.8085190848171
2022-11-13,88.189208985207
2022-11-14,79.9810146023384
2022-11-15,76.7891309228201
2022-11-16,70.2237997514202
2022-11-17,79.0641673818354
2022-11-18,83.0549919852299
2022-11-19,91.8759477000837
2022-11-20,94.1985644675012
2022-11-21,83.6511931774986
2022-11-22,75.5605838282834
2022-11-23,77.7337851300003
2022-11-24,75.3126906707219
2022-11-25,86.4715865143875
2022-11-26,95.6059828338902
2022-11-27,92.5715508887575
2022-11-28,84.4720522412241
2022-11-29,74.3081993557071
2022-11-30,86.817555278377
2022-12-01,78.9049683257939
2022-12-02,84.5802704705724
2022-12-03,98.0301491782096
2022-12-04,92.7086954872923
2022-12-05,81.0013539443133
2022-12-06,74.7053467904113
2022-12-07,78.6328739758256
2022-12-08,77.186911783413
2022-12-09,91.9779227932132
2022-12-10,90.8331731258809
2022-12-11,100.455327308393
2022-12-12,86.6460403507256
2022-12-13,79.9265424076913
2022-12-14,76.8118205845327
2022-12-15,83.0149284903063
2022-12-16,88.4379898671836
2022-12-17,100.739056062499
2022-12-18,97.4948980728681
2022-12-19,87.799220842703
2022-12-20,80.5282454258556
2022-12-21,79.4565887731852
2022-12-22,84.1001649499862
2022-12-23,85.2582761939472
2022-12-24,95.4601432046692
2022-12-25,100.53706121006
2022-12-26,89.2018545907387
2022-12-27,82.3633865224808
2022-12-28,81.0129713465016
2022-12-29,85.5628257107654
2022-12-30,89.7757136266807
2022-12-31,106.623430008312
2023-01-01,100.419565286354
2023-01-02,87.4605674572974
2023-01-03,85.324881048374
2023-01-04,77.7291617848777
2023-01-05,88.7661733692316
2023-01-06,93.8720157551267
2023-01-07,102.513075290359
2023-01-08,103.905704803309
2023-01-09,95.9594898982986
2023-01-10,88.3204918695382
2023-01-11,78.7131110011205
2023-01-12,83.8878502705772
2023-01-13,92.261850162826
2023-01-14,103.242383975081
2023-01-15,103.99723032296
2023-01-16,90.8469653374539
2023-01-17,87.4260658213778
2023-01-18,82.9800647987515
2023-01-19,87.0234492051073
2023-01-20,91.4781151994292
2023-01-21,102.001538964103
2023-01-22,100.267115430007
2023-01-23,91.4832041574006
2023-01-24,91.0723868620188
2023-01-25,83.7558467781345
2023-01-26,97.0751687946485
2023-01-27,97.894513505023
2023-01-28,106.272748513395
2023-01-29,102.871191603465
2023-01-30,97.2733702770952
2023-01-31,87.9298901390518
2023-02-01,87.8970061534044
2023-02-02,98.1198324138763
2023-02-03,97.534287409361
2023-02-04,110.098768507368
2023-02-05,104.502887625439
2023-02-06,96.4911618552024
2023-02-07,95.4584888171843
2023-02-08,87.0578308481708
2023-02-09,97.2738577060906
2023-02-10,100.866537844649
2023-02-11,106.628083767435
2023-02-12,109.248775713413
2023-02-13,100.33988151509
2023-02-14,93.4728595558631
2023-02-15,85.6157249758756
2023-02-16,91.5094662596434
2023-02-17,99.3673571284181
2023-02-18,109.013146672269
2023-02-19,110.271552396542
2023-02-20,99.235100989476
2023-02-21,89.2165022579261
2023-02-22,91.8962395353617
2023-02-23,96.121888701233
2023-02-24,102.533645916527
2023-02-25,113.104553779878
2023-02-26,111.805226196558
2023-02-27,100.938362301956
2023-02-28,93.5609252899399
2023-03-01,87.2985325009057
2023-03-02,96.53149162403
2023-03-03,102.465794325674
2023-03-04,111.786966778473
2023-03-05,106.957931776551
2023-03-06,97.61532931481
2023-03-07,97.4134162219118
2023-03-08,92.4796241783365
2023-03-09,97.9984808012177
2023-03-10,102.751864083631
2023-03-11,111.887727696779
2023-03-12,113.675376543662
2023-03-13,99.8607584867163
2023-03-14,95.5322366646923
2023-03-15,92.0238715179241
2023-03-16,95.6535454414518
2023-03-17,102.491445814153
2023-03-18,113.04039339774
2023-03-19,110.464970566769
2023-03-20,105.242438549243
2023-03-21,93.4372307404204
2023-03-22,93.329474616867
2023-03-23,96.183394573807
2023-03-24,107.758925810986
2023-03-25,113.479024128344
2023-03-26,115.03301778266
2023-03-27,98.3120193688818
2023-03-28,97.0264746651708
2023-03-29,96.6703816952439
2023-03-30,98.0087220184024
2023-03-31,107.126265466277
2023-04-01,111.930491725523
2023-04-02,116.412552052667
2023-04-03,108.871742121875
2023-04-04,95.6488497665801
2023-04-05,93.3699740455781
2023-04-06,101.996515779902
2023-04-07,108.781504106469
2023-04-08,112.164011532378
2023-04-09,111.702754131101
2023-04-10,102.115239637676
2023-04-11,93.1912550312073
2023-04-12,102.500879290907
2023-04-13,95.5168713689863
2023-04-14,102.580790187
2023-04-15,113.600821523246
2023-04-16,113.569975962605
2023-04-17,107.144400758671
2023-04-18,94.1894191404034
2023-04-19,97.4501812525624
2023-04-20,97.67760719446
2023-04-21,104.529537698539
2023-04-22,115.507730037461
2023-04-23,109.87957945031
2023-04-24,103.946065248674
2023-04-25,97.2721783225672
2023-04-26,96.0422855713014
2023-04-27,98.9387693495497
2023-04-28,111.177629252617
2023-04-29,111.83175765356
2023-04-30,111.328006310336
2023-05-01,101.064806687135
2023-05-02,95.139786366663
2023-05-03,103.392598382943
2023-05-04,101.15177213306
2023-05-05,108.150609923773
2023-05-06,111.763238114323
2023-05-07,110.24876011365
2023-05-08,103.738516203984
2023-05-09,94.8511326672441
2023-05-10,101.908510788411
2023-05-11,104.160701624221
2023-05-12,105.878800004025
2023-05-13,123.123441136508
2023-05-14,122.970966301887
2023-05-15,106.422387135057
2023-05-16,100.89200694878
2023-05-17,100.553743794854
2023-05-18,104.084007702933
2023-05-19,111.303606738857
2023-05-20,123.913235389372
2023-05-21,117.171341893904
2023-05-22,105.435236468521
2023-05-23,97.715308034041
2023-05-24,97.296241897433
2023-05-25,102.566788696077
2023-05-26,113.833750110851
2023-05-27,116.538930618922
2023-05-28,117.692261558299
2023-05-29,106.973617463994
2023-05-30,104.064089938139
2023-05-31,105.497322284702
2023-06-01,100.616890115389
2023-06-02,107.050376394251
2023-06-03,120.128814547102
2023-06-04,118.292188573141
2023-06-05,111.357336275741
2023-06-06,101.775795398802
2023-06-07,97.0390483221652
2023-06-08,102.970586890568
2023-06-09,110.682278842358
2023-06-10,118.833416586256
2023-06-11,117.121161657687
2023-06-12,108.54388395273
2023-06-13,102.641410936202
2023-06-14,101.018871935609
2023-06-15,102.398319921476
2023-06-16,106.501922003939
2023-06-17,116.272281108858
2023-06-18,118.261115668754
2023-06-19,102.704440087592
2023-06-20,99.7206251945518
2023-06-21,104.470938015873
2023-06-22,99.9554132598617
2023-06-23,109.631477075177
2023-06-24,115.614466819671
2023-06-25,114.347407251998
2023-06-26,100.453497982411
2023-06-27,99.9518062711261
2023-06-28,97.4744438893392
2023-06-29,104.924796040644
2023-06-30,104.552583940615
2023-07-01,114.892173855609
2023-07-02,114.095692665766
2023-07-03,107.583240571333
2023-07-04,96.8776297466424
2023-07-05,95.6823198288126
2023-07-06,99.9222934215856
2023-07-07,105.084354301412
2023-07-08,112.292302141269
2023-07-09,113.144205482431
2023-07-10,105.42164931335
2023-07-11,93.5633043054481
2023-07-12,94.4895084150788
2023-07-13,95.594055023586
2023-07-14,107.012742319261
2023-07-15,108.593191313863
2023-07-16,110.322030059779
2023-07-17,102.755422033951
2023-07-18,99.7793821271476
2023-07-19,93.1743158657982
2023-07-20,95.2107866903087
2023-07-21,108.095089669788
2023-07-22,108.030723315996
2023-07-23,105.133932945152
2023-07-24,102.169911931371
2023-07-25,93.4474830477031
2023-07-26,89.8510190571788
2023-07-27,97.8851406686349
2023-07-28,102.943528133634
2023-07-29,109.693496026097
2023-07-30,106.897178547504
2023-07-31,102.628237954508
2023-08-01,95.8570344827382
2023-08-02,91.6470567298219
2023-08-03,100.273292177726
2023-08-04,98.7194271136944
2023-08-05,106.429858969121
